V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,545000,134122237,28147,9591,244834,https://www.youtube.com/watch?v=ttB6AD5FKHU,3709,1968,3709,https://www.youtube.com/watch?v=Kt9SUxRjhOA,30040,13710,244834,https://www.youtube.com/watch?v=ttB6AD5FKHU,32816,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,447000,64664448,9262,4050,57799,https://www.youtube.com/watch?v=XNBbtNp5Vo8,3404,417,3511,https://www.youtube.com/watch?v=p1lLdAuAvks,9436,4515,57799,https://www.youtube.com/watch?v=XNBbtNp5Vo8,121983,16152,8269,78244,https://www.twitch.tv/videos/2745222674
5535c9524eb046c38e172ebfa06b302f,398000,130488360,12545,4848,90961,https://www.youtube.com/watch?v=FMObqdfAJeg,8923,4437,73637,https://www.youtube.com/watch?v=ePolU2-tn68,13075,4934,90961,https://www.youtube.com/watch?v=FMObqdfAJeg,74300,1303,612,7426,https://www.twitch.tv/videos/2731150541
664e1b310cf343b78623f99b31e40fae,395000,56879455,0,0,0,,0,0,0,,0,0,0,,17067,0,0,0,
d837e8fda137492c9d77882b98ff863a,336000,156666576,102537,25261,1236913,https://www.youtube.com/watch?v=m14-DLOkqgw,17407,11057,465830,https://www.youtube.com/watch?v=MCLMJJ_puTY,278503,101216,1236913,https://www.youtube.com/watch?v=m14-DLOkqgw,53178,14283,7604,34087,https://www.twitch.tv/videos/2748524812
182da09d8d454f37a52ec546cbb35e39,315000,68464396,30058,11214,470091,https://www.youtube.com/watch?v=fIlTRqG-3OQ,7676,4012,30129,https://www.youtube.com/watch?v=7Hk4ph8GqEU,44112,20130,470091,https://www.youtube.com/watch?v=fIlTRqG-3OQ,4988,0,0,0,
897400f2658a483286ca6acc927006ca,237000,38721193,12655,7943,730642,https://www.youtube.com/watch?v=2MFxqHgLKZE,1218,384,2253,https://www.youtube.com/watch?v=bqLhRnvK6vA,21060,11251,730642,https://www.youtube.com/watch?v=2MFxqHgLKZE,10549,565,392,613,https://www.twitch.tv/videos/2746062478
abd64c9a64e04fb1b23faa2480c1c106,227000,80984488,4260,1872,15687,https://www.youtube.com/watch?v=B0drO96wnAk,2315,1023,3568,https://www.youtube.com/watch?v=CWpinfjWWw4,4357,1958,15687,https://www.youtube.com/watch?v=B0drO96wnAk,2318,95,58,95,https://www.twitch.tv/videos/2746143502
4b6b055ada4d4f0ab63b7ad02a3fa3ef,225000,18846503,1258,330,1924,https://www.youtube.com/watch?v=K0dwXwCUXcY,1258,330,1924,https://www.youtube.com/watch?v=K0dwXwCUXcY,0,0,0,,56051,1319,937,2504,https://www.twitch.tv/videos/2747798931
a9f6574e98f34b20a05269134930fb50,221000,9830969,4188,1343,4474,https://www.youtube.com/watch?v=X74IsyOlZ_o,4188,1343,4474,https://www.youtube.com/watch?v=X74IsyOlZ_o,0,0,0,,0,0,0,0,
